Date,Close
2023-03-23 23:58:00,15.59333797
2023-03-24 23:58:00,15.69939753
2023-03-25 23:58:00,15.76637066
2023-03-26 23:58:00,15.77232886
2023-03-27 23:58:00,15.82351404
2023-03-28 23:58:00,15.38067315
2023-03-29 23:58:00,15.80863169
2023-03-30 23:58:00,15.64780425
2023-03-31 23:58:00,15.61377243
2023-04-01 23:58:00,15.63057388
2023-04-02 23:58:00,15.70845971
2023-04-03 23:58:00,15.36843876
2023-04-04 23:58:00,15.06973036
2023-04-05 23:58:00,14.76802779
2023-04-06 23:58:00,14.96943662
2023-04-07 23:58:00,14.96228432
2023-04-08 23:58:00,15.1208877
2023-04-09 23:58:00,15.24341566
2023-04-10 23:58:00,15.54251716
2023-04-11 23:58:00,15.99142579
2023-04-12 23:58:00,15.55922657
2023-04-13 23:58:00,15.10630931
2023-04-14 23:58:00,14.47826217
2023-04-15 23:58:00,14.48073115
2023-04-16 23:58:00,14.3255398
2023-04-17 23:58:00,14.19019025
2023-04-18 23:58:00,14.43483546
2023-04-19 23:58:00,14.87702967
2023-04-20 23:58:00,14.54429724
2023-04-21 23:58:00,14.74445569
2023-04-22 23:58:00,14.84202792
2023-04-23 23:58:00,14.81330698
2023-04-24 23:58:00,14.94309178
2023-04-25 23:58:00,15.1523243
2023-04-26 23:58:00,15.21208095
2023-04-27 23:58:00,15.44344382
2023-04-28 23:58:00,15.50256024
2023-04-29 23:58:00,15.31456788
2023-04-30 23:58:00,15.67052929
2023-05-01 23:58:00,15.33162201
2023-05-02 23:58:00,15.32398602
2023-05-03 23:58:00,15.25213869
2023-05-04 23:58:00,15.37304132
2023-05-05 23:58:00,14.79897371
2023-05-06 23:58:00,15.18587641
2023-05-07 23:58:00,15.21225854
2023-05-08 23:58:00,14.99918821
2023-05-09 23:58:00,14.95332265
2023-05-10 23:58:00,14.97947392
2023-05-11 23:58:00,15.01406548
2023-05-12 23:58:00,14.82369272
2023-05-13 23:58:00,14.91182926
2023-05-14 23:58:00,14.95802588
2023-05-15 23:58:00,14.95193027
2023-05-16 23:58:00,14.82299919
2023-05-17 23:58:00,15.05509612
2023-05-18 23:58:00,14.88277406
2023-05-19 23:58:00,14.82502427
2023-05-20 23:58:00,14.89676224
2023-05-21 23:58:00,14.82152106
2023-05-22 23:58:00,14.77107325
2023-05-23 23:58:00,14.68239154
2023-05-24 23:58:00,14.61239592
2023-05-25 23:58:00,14.66209589
2023-05-26 23:58:00,14.61151744
2023-05-27 23:58:00,14.67204969
2023-05-28 23:58:00,14.67049139
2023-05-29 23:58:00,14.65234239
2023-05-30 23:58:00,14.57324698
2023-05-31 23:58:00,14.53197261
2023-06-01 23:58:00,14.41365424
2023-06-02 23:58:00,14.28730155
2023-06-03 23:58:00,14.308979
2023-06-04 23:58:00,14.34756912
